"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-01",,,"79",",,0","61",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-02",,,"79",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-03",,,"61",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-04",,,"58",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-05",,,"59",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-06",,,"64",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-07",,,"63",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-08",,,"65",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-09",,,"68",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-10",,,"70",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-11",,,"70",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-12",,,"72",",,0","59",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-13",,,"66",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-14",,,"59",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-15",,,"63",",,0","49",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-16",,,"66",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-17",,,"72",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-18",,,"63",",,0","35",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-19",,,"53",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-20",,,"52",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-21",,,"48",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-22",,,"52",",,0","34",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-23",,,"53",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-24",,,"51",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-25",,,"49",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-26",,,"59",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-27",,,"62",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-28",,,"64",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-29",,,"58",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-30",,,"61",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-10-31",,,"73",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-01",,,"53",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-02",,,"52",",,0","36",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-03",,,"54",",,0","37",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-04",,,"64",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-05",,,"73",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-06",,,"73",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-07",,,"68",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-08",,,"62",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-09",,,"64",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-10",,,"71",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-11",,,"55",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-12",,,"55",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-13",,,"56",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-14",,,"51",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-15",,,"51",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-16",,,"51",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-17",,,"56",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-18",,,"60",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-19",,,"57",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-20",,,"68",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-21",,,"54",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-22",,,"49",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-23",,,"47",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-24",,,"49",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-25",,,"48",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-26",,,"51",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-27",,,"57",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-28",,,"49",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-29",,,"43",",,0","30",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-11-30",,,"41",",,0","28",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-01",,,"47",",,0","34",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-02",,,"46",",,0","35",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-03",,,"50",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-04",,,"47",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-05",,,"50",",,0","36",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-06",,,"57",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-07",,,"58",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-08",,,"56",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-09",,,"43",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-10",,,"40",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-11",,,"37",",,0","30",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-12",,,"52",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-13",,,"54",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-14",,,"46",",,0","29",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-15",,,"36",",,0","25",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-16",,,"41",",,0","34",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-17",,,"45",",,0","32",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-18",,,"35",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-19",,,"33",",,0","23",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-20",,,"32",",,0","24",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-21",,,"35",",,0","21",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-22",,,"45",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-23",,,"40",",,0","27",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-24",,,"27",",,0","13",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-25",,,"21",",,0","10",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-26",,,"19",",,0","7",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-27",,,"28",",,0","10",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-28",,,"40",",,0","27",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-29",,,"53",",,0","27",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-30",,,"55",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1948-12-31",,,"52",",,0","37",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-01",,,"37",",,0","31",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-02",,,"37",",,0","30",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-03",,,"39",",,0","28",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-04",,,"42",",,0","30",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-05",,,"50",",,0","35",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-06",,,"59",",,0","37",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-07",,,"49",",,0","36",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-08",,,"56",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-09",,,"46",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-10",,,"45",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-11",,,"39",",,0","21",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-12",,,"34",",,0","17",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-13",,,"38",",,0","29",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-14",,,"41",",,0","19",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-15",,,"28",",,0","14",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-16",,,"52",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-17",,,"52",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-18",,,"39",",,0","34",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-19",,,"60",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-20",,,"41",",,0","23",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-21",,,"32",",,0","19",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-22",,,"46",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-23",,,"36",",,0","28",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-24",,,"44",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-25",,,"43",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-26",,,"26",",,0","20",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-27",,,"27",",,0","19",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-28",,,"44",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-29",,,"45",",,0","21",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-30",,,"28",",,0","15",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-01-31",,,"38",",,0","22",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-01",,,"35",",,0","29",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-02",,,"30",",,0","21",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-03",,,"30",",,0","16",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-04",,,"34",",,0","22",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-05",,,"33",",,0","18",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-06",,,"31",",,0","18",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-07",,,"40",",,0","28",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-08",,,"46",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-09",,,"58",",,0","35",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-10",,,"37",",,0","28",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-11",,,"34",",,0","10",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-12",,,"36",",,0","7",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-13",,,"59",",,0","36",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-14",,,"57",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-15",,,"55",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-16",,,"56",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-17",,,"38",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-18",,,"42",",,0","21",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-19",,,"61",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-20",,,"47",",,0","31",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-21",,,"32",",,0","23",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-22",,,"37",",,0","27",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-23",,,"49",",,0","35",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-24",,,"44",",,0","32",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-25",,,"40",",,0","37",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-26",,,"39",",,0","25",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-27",,,"41",",,0","21",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-02-28",,,"37",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-01",,,"35",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-02",,,"41",",,0","24",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-03",,,"40",",,0","25",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-04",,,"38",",,0","21",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-05",,,"59",",,0","30",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-06",,,"57",",,0","36",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-07",,,"37",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-08",,,"35",",,0","20",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-09",,,"49",",,0","30",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-10",,,"40",",,0","34",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-11",,,"36",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-12",,,"36",",,0","29",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-13",,,"36",",,0","23",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-14",,,"49",",,0","30",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-15",,,"46",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-16",,,"35",",,0","20",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-17",,,"40",",,0","30",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-18",,,"33",",,0","23",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-19",,,"27",",,0","14",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-20",,,"35",",,0","13",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-21",,,"51",",,0","26",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-22",,,"65",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-23",,,"61",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-24",,,"51",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-25",,,"52",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-26",,,"71",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-27",,,"68",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-28",,,"66",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-29",,,"64",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-30",,,"58",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-03-31",,,"52",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-01",,,"48",",,0","36",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-02",,,"54",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-03",,,"59",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-04",,,"47",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-05",,,"58",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-06",,,"55",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-07",,,"58",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-08",,,"54",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-09",,,"48",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-10",,,"59",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-11",,,"63",",,0","41",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-12",,,"67",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-13",,,"68",",,0","47",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-14",,,"65",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-15",,,"52",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-16",,,"58",",,0","38",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-17",,,"45",",,0","36",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-18",,,"47",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-19",,,"62",",,0","40",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-20",,,"61",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-21",,,"77",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-22",,,"77",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-23",,,"72",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-24",,,"61",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-25",,,"50",",,0","33",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-26",,,"62",",,0","44",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-27",,,"70",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-28",,,"53",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-29",,,"59",",,0","39",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-04-30",,,"68",",,0","47",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-01",,,"82",",,0","53",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-02",,,"76",",,0","60",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-03",,,"72",",,0","59",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-04",,,"78",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-05",,,"89",",,0","63",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-06",,,"69",",,0","54",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-07",,,"78",",,0","54",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-08",,,"70",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-09",,,"81",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-10",,,"63",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-11",,,"54",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-12",,,"48",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-13",,,"62",",,0","42",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-14",,,"80",",,0","46",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-15",,,"64",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-16",,,"59",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-17",,,"81",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-18",,,"87",",,0","60",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-19",,,"90",",,0","64",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-20",,,"70",",,0","43",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-21",,,"60",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-22",,,"59",",,0","47",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-23",,,"79",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-24",,,"75",",,0","57",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-25",,,"69",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-26",,,"65",",,0","47",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-27",,,"55",",,0","47",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-28",,,"61",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-29",,,"60",",,0","48",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-30",,,"65",",,0","45",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-05-31",,,"69",",,0","50",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-06-01",,,"67",",,0","52",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-06-02",,,"78",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-06-03",,,"80",",,0","55",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-06-04",,,"85",",,0","58",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-06-05",,,"87",",,0","64",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-06-06",,,"85",",,0","62",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-06-07",,,"80",",,0","56",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-06-08",,,"65",",,0","51",",,0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","1949-06-09",,,"67",",,0","51",",,0"
